Single Langmuir probe analysis: 2026_06_10_SLP_ACQ3
===================================================
Samples available:         22578
Samples fitted:            7513
Voltage range:             -62.74 to 15.25 V
Current range:             -1.0902e-03 to 1.3002e-02 A

Fit model
  I = Is * (1 + R * (V - Vf)) * (exp((V - Vf) / Te) - 1)

Plasma parameters
  Electron temperature Te: 5.65178 eV
  Electron density n:      2.243697e+17 m^-3
  Ion saturation Is:       4.206392e-04 A
  Floating potential Vf:   -39.5382 V
  Plasma potential Vp:     -16.7522 V
  R correction:            -0.0423295

Derived quantities
  Probe area:              2.010000e-06 m^2
  Ion mass:                4 amu
  Sound speed:             1.164294e+04 m/s
  Alpha:                   4.03165

Fit quality
  R-squared:               0.939626

Fit data
  voltage_V, current_A, fitted_current_A
  -62.7426, -0.0007477736, -0.00082006316
  -62.7426, -0.0008063678, -0.00082006316
  -62.736145, -0.000922759, -0.00081993442
  -62.736145, -0.0007581372, -0.00081993442
  -62.72969, -0.0007517596, -0.00081980567
  -62.72969, -0.0008055706, -0.00081980567
  -62.72969, -0.000801186, -0.00081980567
  -62.72969, -0.0008003888, -0.00081980567
  -62.72969, -0.0007796616, -0.00081980567
  -62.72969, -0.0007609274, -0.00081980567
  -62.723235, -0.000703529, -0.0008196769
  -62.723235, -0.0008298852, -0.0008196769
  -62.723235, -0.0007537526, -0.0008196769
  -62.723235, -0.000942689, -0.0008196769
  -62.723235, -0.0007964028, -0.0008196769
  -62.723235, -0.000767305, -0.0008196769
  -62.723235, -0.0007740812, -0.0008196769
  -62.723235, -0.0007218646, -0.0008196769
  -62.723235, -0.0007780672, -0.0008196769
  -62.71678, -0.0007087108, -0.00081954812
  -62.71678, -0.0008785144, -0.00081954812
  -62.71678, -0.0008725354, -0.00081954812
  -62.71678, -0.000763319, -0.00081954812
  -62.71678, -0.0006385572, -0.00081954812
  -62.71678, -0.0006668578, -0.00081954812
  -62.71678, -0.0008765214, -0.00081954812
  -62.71678, -0.0007999902, -0.00081954812
  -62.71678, -0.0007800602, -0.00081954812
  -62.71678, -0.0007302352, -0.00081954812
  -62.71678, -0.0007581372, -0.00081954812
  -62.71678, -0.0008087594, -0.00081954812
  -62.71678, -0.001004472, -0.00081954812
  -62.71678, -0.0007122982, -0.00081954812
  -62.71678, -0.0007150884, -0.00081954812
  -62.71678, -0.0008015846, -0.00081954812
  -62.710325, -0.0008015846, -0.00081941933
  -62.710325, -0.0007848434, -0.00081941933
  -62.710325, -0.0009343184, -0.00081941933
  -62.710325, -0.0008633676, -0.00081941933
  -62.710325, -0.0007960042, -0.00081941933
  -62.710325, -0.0010020804, -0.00081941933
  -62.710325, -0.0008203188, -0.00081941933
  -62.710325, -0.000787235, -0.00081941933
  -62.710325, -0.0008235076, -0.00081941933
  -62.710325, -0.0007230604, -0.00081941933
  -62.710325, -0.0007868364, -0.00081941933
  -62.710325, -0.0008075636, -0.00081941933
  -62.710325, -0.000827095, -0.00081941933
  -62.710325, -0.0008063678, -0.00081941933
  -62.710325, -0.0008741298, -0.00081941933
  -62.710325, -0.000841046, -0.00081941933
  -62.710325, -0.0007621232, -0.00081941933
  -62.710325, -0.0007178786, -0.00081941933
  -62.710325, -0.0007688994, -0.00081941933
  -62.710325, -0.0007378086, -0.00081941933
  -62.710325, -0.0008195216, -0.00081941933
  -62.70387, -0.000745382, -0.00081929052
  -62.70387, -0.000886885, -0.00081929052
  -62.70387, -0.0006824032, -0.00081929052
  -62.70387, -0.0007880322, -0.00081929052
  -62.70387, -0.000860976, -0.00081929052
  -62.70387, -0.0008641648, -0.00081929052
  -62.70387, -0.0007581372, -0.00081929052
  -62.70387, -0.0007979972, -0.00081929052
  -62.70387, -0.0006608788, -0.00081929052
  -62.70387, -0.0007888294, -0.00081929052
  -62.70387, -0.0006644662, -0.00081929052
  -62.70387, -0.0007816546, -0.00081929052
  -62.70387, -0.0008322768, -0.00081929052
  -62.70387, -0.0007465778, -0.00081929052
  -62.70387, -0.0007972, -0.00081929052
  -62.70387, -0.0008498152, -0.00081929052
  -62.70387, -0.0007031304, -0.00081929052
  -62.70387, -0.0007896266, -0.00081929052
  -62.70387, -0.0008059692, -0.00081929052
  -62.70387, -0.0008043748, -0.00081929052
  -62.697415, -0.0007258506, -0.0008191617
  -62.697415, -0.0006405502, -0.0008191617
  -62.697415, -0.0008665564, -0.0008191617
  -62.697415, -0.0008996402, -0.0008191617
  -62.697415, -0.0007677036, -0.0008191617
  -62.697415, -0.0007158856, -0.0008191617
  -62.697415, -0.000805172, -0.0008191617
  -62.697415, -0.0007417946, -0.0008191617
  -62.697415, -0.0008135426, -0.0008191617
  -62.697415, -0.0007804588, -0.0008191617
  -62.697415, -0.0008314796, -0.0008191617
  -62.697415, -0.0008446334, -0.0008191617
  -62.69096, -0.0008386544, -0.00081903286
  -62.69096, -0.0007716896, -0.00081903286
  -62.69096, -0.0007246548, -0.00081903286
  -62.69096, -0.0008003888, -0.00081903286
  -62.69096, -0.00063776, -0.00081903286
  -62.69096, -0.0007617246, -0.00081903286
  -62.69096, -0.0008199202, -0.00081903286
  -62.69096, -0.000843039, -0.00081903286
  -62.69096, -0.0008561928, -0.00081903286
  -62.69096, -0.0008258992, -0.00081903286
  -62.69096, -0.00077727, -0.00081903286
  -62.69096, -0.0007569414, -0.00081903286
  -62.69096, -0.0008282908, -0.00081903286
  -62.69096, -0.0008541998, -0.00081903286
  -62.684505, -0.000673634, -0.00081890401
  -62.684505, -0.0008665564, -0.00081890401
  -62.684505, -0.000681606, -0.00081890401
  -62.684505, -0.0008892766, -0.00081890401
  -62.67805, -0.0008980458, -0.00081877515
  -62.67805, -0.000761326, -0.00081877515
  -62.67805, -0.0006640676, -0.00081877515
  -62.67805, -0.0007162842, -0.00081877515
  -62.67805, -0.0006808088, -0.00081877515
  -62.67805, -0.0006883822, -0.00081877515
  -62.67805, -0.0008932626, -0.00081877515
  -62.671595, -0.000713494, -0.00081864627
  -62.66514, -0.0007541512, -0.00081851738
  -62.66514, -0.0007417946, -0.00081851738
  -62.658685, -0.0007928154, -0.00081838848
  -62.65223, -0.0007350184, -0.00081825956
  -62.65223, -0.0007601302, -0.00081825956
  -62.65223, -0.0008119482, -0.00081825956
  -62.645775, -0.0007629204, -0.00081813063
  -62.63932, -0.0006700466, -0.00081800168
  -62.63932, -0.0008318782, -0.00081800168
  -62.63932, -0.000721466, -0.00081800168
  -62.62641, -0.0007146898, -0.00081774375
  -62.619955, -0.0007170814, -0.00081761477
  -62.6135, -0.0008079622, -0.00081748577
  -62.607045, -0.0008446334, -0.00081735675
  -62.60059, -0.0008577872, -0.00081722772
  -62.60059, -0.0008382558, -0.00081722772
  -62.58768, -0.0009123954, -0.00081696962
  -62.568315, -0.0007657106, -0.00081658237
  -62.568315, -0.0007677036, -0.00081658237
  -62.542495, -0.0007477736, -0.00081606584
  -62.53604, -0.0008159342, -0.00081593667
  -62.52313, -0.000843039, -0.0008156783
  -62.503765, -0.000773284, -0.00081529062
  -62.490855, -0.000892864, -0.00081503211
  -62.490855, -0.0007302352, -0.00081503211
  -62.4844, -0.0007681022, -0.00081490282
  -62.452125, -0.0008115496, -0.00081425621
  -62.43276, -0.0007007388, -0.00081386807
  -62.39403, -0.0007796616, -0.00081309141
  -62.39403, -0.0006525082, -0.00081309141
  -62.36821, -0.0006971514, -0.00081257335
  -62.335935, -0.0006648648, -0.00081192545
  -62.335935, -0.0007186758, -0.00081192545
  -62.310115, -0.0008147384, -0.00081140687
  -62.271385, -0.0008557942, -0.00081062857
  -62.26493, -0.0007461792, -0.0008104988
  -62.2262, -0.0007142912, -0.00080971988
  -62.219745, -0.00075734, -0.00080959001
  -62.181015, -0.0006441376, -0.00080881047
  -62.17456, -0.00083706, -0.0008086805
  -62.13583, -0.000839053, -0.00080790035
  -62.12292, -0.0008553956, -0.00080764017
  -62.07128, -0.0007828504, -0.00080659889
  -62.03255, -0.0007497666, -0.0008058173
  -62.01964, -0.0007700952, -0.00080555665
  -61.98091, -0.000854997, -0.00080477434
  -61.98091, -0.0006142426, -0.00080477434
  -61.961545, -0.0008143398, -0.00080438297
  -61.935725, -0.0007051234, -0.00080386094
  -61.896995, -0.000749368, -0.00080307743
  -61.89054, -0.0007637176, -0.00080294679
  -61.81308, -0.000639753, -0.00080137792
  -61.80017, -0.0007071164, -0.00080111623
  -61.793715, -0.0007501652, -0.00080098536
  -61.742075, -0.0007936126, -0.00079993782
  -61.729165, -0.0007103052, -0.00079967578
  -61.65816, -0.0006919696, -0.00079823341
  -61.651705, -0.0007449834, -0.00079810219
  -61.61943, -0.0005273478, -0.00079744586
  -61.59361, -0.0006700466, -0.0007969205
  -61.55488, -0.0007700952, -0.00079613198
  -61.54197, -0.0006863892, -0.00079586901
  -61.496785, -0.0006560956, -0.0007949481
  -61.458055, -0.000819123, -0.00079415811
  -61.4516, -0.0006389558, -0.00079402639
