Single Langmuir probe analysis: 2026_06_10_SLP_ACQ19
====================================================
Samples available:         22578
Samples fitted:            7665
Voltage range:             -63 to 17.39 V
Current range:             -4.1013e-04 to 1.0839e-02 A

Fit model
  I = Is * (1 + R * (V - Vf)) * (exp((V - Vf) / Te) - 1)

Plasma parameters
  Electron temperature Te: 1.09594 eV
  Electron density n:      -3.892482e+18 m^-3
  Ion saturation Is:       -3.213454e-03 A
  Floating potential Vf:   4.83295 V
  Plasma potential Vp:     9.25139 V
  R correction:            0.0174563

Derived quantities
  Probe area:              2.010000e-06 m^2
  Ion mass:                4 amu
  Sound speed:             5.126992e+03 m/s
  Alpha:                   4.03165

Fit quality
  R-squared:               0.829379

Fit data
  voltage_V, current_A, fitted_current_A
  -63.0008, -0.000226548, -0.00059168992
  -62.994345, -0.000242172, -0.00059132783
  -62.994345, -0.000285138, -0.00059132783
  -62.994345, -0.000277326, -0.00059132783
  -62.994345, -0.000300762, -0.00059132783
  -62.98789, -0.000222642, -0.00059096573
  -62.98789, -0.000210924, -0.00059096573
  -62.98789, -0.000304668, -0.00059096573
  -62.98789, -0.000249984, -0.00059096573
  -62.98789, -0.000210924, -0.00059096573
  -62.98789, -0.000242172, -0.00059096573
  -62.98789, -0.000210924, -0.00059096573
  -62.98789, -0.000246078, -0.00059096573
  -62.981435, -0.000277326, -0.00059060364
  -62.981435, -0.000320292, -0.00059060364
  -62.981435, -0.000265608, -0.00059060364
  -62.981435, -0.000289044, -0.00059060364
  -62.981435, -0.000296856, -0.00059060364
  -62.981435, -0.00037107, -0.00059060364
  -62.981435, -0.000187488, -0.00059060364
  -62.981435, -0.000207018, -0.00059060364
  -62.981435, -0.000222642, -0.00059060364
  -62.97498, -0.000261702, -0.00059024154
  -62.97498, -0.00021483, -0.00059024154
  -62.97498, -0.000261702, -0.00059024154
  -62.97498, -0.000296856, -0.00059024154
  -62.97498, -0.000300762, -0.00059024154
  -62.97498, -0.00025389, -0.00059024154
  -62.97498, -0.000183582, -0.00059024154
  -62.97498, -0.000218736, -0.00059024154
  -62.97498, -0.000249984, -0.00059024154
  -62.97498, -0.000277326, -0.00059024154
  -62.97498, -0.000203112, -0.00059024154
  -62.97498, -0.00029295, -0.00059024154
  -62.968525, -0.000246078, -0.00058987945
  -62.968525, -0.000238266, -0.00058987945
  -62.968525, -0.000300762, -0.00058987945
  -62.968525, -0.000257796, -0.00058987945
  -62.968525, -0.000265608, -0.00058987945
  -62.968525, -0.000246078, -0.00058987945
