1,1,0,39,37,0,0,2166826240,0x81272500,600,ritorno a zero
1,1,0,35,33,0,0,2166563072,0x81232100,600,ritorno a zero
1,1,0,32,30,0,0,2166365696,0x81201E00,600,ritorno a zero
1,1,0,28,27,0,0,2166102784,0x811C1B00,600,ritorno a zero
1,1,0,24,23,0,0,2165839616,0x81181700,600,ritorno a zero
1,1,0,21,20,0,0,2165642240,0x81151400,600,ritorno a zero
1,1,0,17,16,0,0,2165379072,0x81111000,600,ritorno a zero
1,1,0,14,13,0,0,2165181696,0x810E0D00,600,ritorno a zero
1,1,0,10,10,0,0,2164918784,0x810A0A00,600,ritorno a zero
1,1,0,7,6,0,0,2164721152,0x81070600,600,ritorno a zero
1,1,0,3,3,0,0,2164458240,0x81030300,600,ritorno a zero
1,1,0,0,0,0,0,2164260864,0x81000000,600,ritorno a zero
1,1,0,0,0,0,0,2164260864,0x81000000,600,attesa a zero
1,1,0,0,0,0,0,2164260864,0x81000000,600,attesa a zero
1,1,0,0,0,0,0,2164260864,0x81000000,600,attesa a zero
1,1,0,0,0,0,0,2164260864,0x81000000,600,attesa a zero
1,0,0,0,0,0,0,16777216,0x01000000,600,cambio polarità
1,0,0,0,0,0,0,16777216,0x01000000,600,rampa positiva
1,0,0,3,3,0,0,16974592,0x01030300,600,rampa positiva
1,0,0,7,6,0,0,17237504,0x01070600,600,rampa positiva
1,0,0,10,10,0,0,17435136,0x010A0A00,600,rampa positiva
1,0,0,14,13,0,0,17698048,0x010E0D00,600,rampa positiva
1,0,0,17,16,0,0,17895424,0x01111000,600,rampa positiva
1,0,0,21,20,0,0,18158592,0x01151400,600,rampa positiva
1,0,0,24,23,0,0,18355968,0x01181700,600,rampa positiva
1,0,0,28,27,0,0,18619136,0x011C1B00,600,rampa positiva
1,0,0,32,30,0,0,18882048,0x01201E00,600,rampa positiva
1,0,0,35,33,0,0,19079424,0x01232100,600,rampa positiva
1,0,0,39,37,0,0,19342592,0x01272500,600,rampa positiva
1,0,0,42,40,0,0,19539968,0x012A2800,600,rampa positiva
1,0,0,46,44,0,0,19803136,0x012E2C00,600,rampa positiva
1,0,0,49,47,0,0,20000512,0x01312F00,600,rampa positiva
1,0,0,53,50,0,0,20263424,0x01353200,600,rampa positiva
1,0,0,56,54,0,0,20461056,0x01383600,600,rampa positiva
1,0,0,60,57,0,0,20723968,0x013C3900,600,rampa positiva
1,0,0,64,61,0,0,20987136,0x01403D00,600,rampa positiva
1,0,0,67,64,0,0,21184512,0x01434000,600,rampa positiva
1,0,0,71,67,0,0,21447424,0x01474300,600,rampa positiva
1,0,0,74,71,0,0,21645056,0x014A4700,600,rampa positiva
1,0,0,78,74,0,0,21907968,0x014E4A00,600,rampa positiva
1,0,0,81,77,0,0,22105344,0x01514D00,600,rampa positiva
1,0,0,85,81,0,0,22368512,0x01555100,600,rampa positiva
1,0,0,88,84,0,0,22565888,0x01585400,600,rampa positiva
1,0,0,92,88,0,0,22829056,0x015C5800,600,rampa positiva
1,0,0,96,91,0,0,23091968,0x01605B00,600,rampa positiva
1,0,0,99,94,0,0,23289344,0x01635E00,600,rampa positiva
1,0,0,103,98,0,0,23552512,0x01676200,600,rampa positiva
1,0,0,106,101,0,0,23749888,0x016A6500,600,rampa positiva
1,0,0,110,105,0,0,24013056,0x016E6900,600,rampa positiva
1,0,0,113,108,0,0,24210432,0x01716C00,600,rampa positiva
1,0,0,117,111,0,0,24473344,0x01756F00,600,rampa positiva
1,0,0,121,115,0,0,24736512,0x01797300,600,rampa positiva
1,0,0,124,118,0,0,24933888,0x017C7600,600,rampa positiva
