0,0,0,0,0
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
0,0,0,0,1938
